=== SEEDER RUN STARTED Sun Apr  5 12:24:07 EDT 2026 ===

=== PHASE 1: Cross-seed from pricing models ===
Started: Sun Apr  5 12:24:07 EDT 2026
Cities: 739 | Services: roofing, hvac, plumbing, electrical, solar | Max: all
  SEED Dothan, AL [hvac] = $8,100 (trust=90)
    BLOCKED (403) - skipping RepairPal auto-alternator for Detroit
  Fetching: https://repairpal.com/estimator/results/alternator-replacement/33601
    BLOCKED (403) - skipping RepairPal auto-alternator for Tampa
  Fetching: https://repairpal.com/estimator/results/alternator-replacement/94101
    BLOCKED (403) - skipping RepairPal auto-alternator for San Francisco
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/75201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Dallas
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/77001
    BLOCKED (403) - skipping RepairPal auto-water-pump for Houston
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/78701
    BLOCKED (403) - skipping RepairPal auto-water-pump for Austin
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/85001
    BLOCKED (403) - skipping RepairPal auto-water-pump for Phoenix
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/90001
    BLOCKED (403) - skipping RepairPal auto-water-pump for Los Angeles
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/60601
    BLOCKED (403) - skipping RepairPal auto-water-pump for Chicago
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/33101
    BLOCKED (403) - skipping RepairPal auto-water-pump for Miami
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/30301
    BLOCKED (403) - skipping RepairPal auto-water-pump for Atlanta
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/80201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Denver
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/98101
    BLOCKED (403) - skipping RepairPal auto-water-pump for Seattle
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/10001
    BLOCKED (403) - skipping RepairPal auto-water-pump for New York
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/02101
    BLOCKED (403) - skipping RepairPal auto-water-pump for Boston
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/28201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Charlotte
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/37201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Nashville
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/97201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Portland
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/89101
    BLOCKED (403) - skipping RepairPal auto-water-pump for Las Vegas
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/55401
    BLOCKED (403) - skipping RepairPal auto-water-pump for Minneapolis
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/48201
    BLOCKED (403) - skipping RepairPal auto-water-pump for Detroit
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/33601
    BLOCKED (403) - skipping RepairPal auto-water-pump for Tampa
  Fetching: https://repairpal.com/estimator/results/water-pump-replacement/94101
    BLOCKED (403) - skipping RepairPal auto-water-pump for San Francisco

=== FairHealth Medical Cost Data ===
  Fetching: https://www.fairhealthconsumer.org/medical/zip/75201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Dallas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/77001/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Houston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/78701/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Austin
  Fetching: https://www.fairhealthconsumer.org/medical/zip/85001/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Phoenix
  Fetching: https://www.fairhealthconsumer.org/medical/zip/90001/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Los Angeles
  Fetching: https://www.fairhealthconsumer.org/medical/zip/60601/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Chicago
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33101/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Miami
  Fetching: https://www.fairhealthconsumer.org/medical/zip/30301/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Atlanta
  Fetching: https://www.fairhealthconsumer.org/medical/zip/80201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Denver
  Fetching: https://www.fairhealthconsumer.org/medical/zip/98101/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Seattle
  Fetching: https://www.fairhealthconsumer.org/medical/zip/10001/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for New York
  Fetching: https://www.fairhealthconsumer.org/medical/zip/02101/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Boston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/28201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Charlotte
  Fetching: https://www.fairhealthconsumer.org/medical/zip/37201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Nashville
  Fetching: https://www.fairhealthconsumer.org/medical/zip/97201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Portland
  Fetching: https://www.fairhealthconsumer.org/medical/zip/89101/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Las Vegas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/55401/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Minneapolis
  Fetching: https://www.fairhealthconsumer.org/medical/zip/48201/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Detroit
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33601/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for Tampa
  Fetching: https://www.fairhealthconsumer.org/medical/zip/94101/code/27447
    BLOCKED (404) - skipping FairHealth medical-knee-replacement for San Francisco
  Fetching: https://www.fairhealthconsumer.org/medical/zip/75201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Dallas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/77001/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Houston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/78701/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Austin
  Fetching: https://www.fairhealthconsumer.org/medical/zip/85001/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Phoenix
  Fetching: https://www.fairhealthconsumer.org/medical/zip/90001/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Los Angeles
  Fetching: https://www.fairhealthconsumer.org/medical/zip/60601/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Chicago
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33101/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Miami
  Fetching: https://www.fairhealthconsumer.org/medical/zip/30301/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Atlanta
  Fetching: https://www.fairhealthconsumer.org/medical/zip/80201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Denver
  Fetching: https://www.fairhealthconsumer.org/medical/zip/98101/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Seattle
  Fetching: https://www.fairhealthconsumer.org/medical/zip/10001/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for New York
  Fetching: https://www.fairhealthconsumer.org/medical/zip/02101/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Boston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/28201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Charlotte
  Fetching: https://www.fairhealthconsumer.org/medical/zip/37201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Nashville
  Fetching: https://www.fairhealthconsumer.org/medical/zip/97201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Portland
  Fetching: https://www.fairhealthconsumer.org/medical/zip/89101/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Las Vegas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/55401/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Minneapolis
  Fetching: https://www.fairhealthconsumer.org/medical/zip/48201/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Detroit
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33601/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for Tampa
  Fetching: https://www.fairhealthconsumer.org/medical/zip/94101/code/27130
    BLOCKED (404) - skipping FairHealth medical-hip-replacement for San Francisco
  Fetching: https://www.fairhealthconsumer.org/medical/zip/75201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Dallas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/77001/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Houston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/78701/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Austin
  Fetching: https://www.fairhealthconsumer.org/medical/zip/85001/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Phoenix
  Fetching: https://www.fairhealthconsumer.org/medical/zip/90001/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Los Angeles
  Fetching: https://www.fairhealthconsumer.org/medical/zip/60601/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Chicago
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33101/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Miami
  Fetching: https://www.fairhealthconsumer.org/medical/zip/30301/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Atlanta
  Fetching: https://www.fairhealthconsumer.org/medical/zip/80201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Denver
  Fetching: https://www.fairhealthconsumer.org/medical/zip/98101/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Seattle
  Fetching: https://www.fairhealthconsumer.org/medical/zip/10001/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for New York
  Fetching: https://www.fairhealthconsumer.org/medical/zip/02101/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Boston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/28201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Charlotte
  Fetching: https://www.fairhealthconsumer.org/medical/zip/37201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Nashville
  Fetching: https://www.fairhealthconsumer.org/medical/zip/97201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Portland
  Fetching: https://www.fairhealthconsumer.org/medical/zip/89101/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Las Vegas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/55401/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Minneapolis
  Fetching: https://www.fairhealthconsumer.org/medical/zip/48201/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Detroit
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33601/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for Tampa
  Fetching: https://www.fairhealthconsumer.org/medical/zip/94101/code/45378
    BLOCKED (404) - skipping FairHealth medical-colonoscopy for San Francisco
  Fetching: https://www.fairhealthconsumer.org/medical/zip/75201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Dallas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/77001/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Houston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/78701/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Austin
  Fetching: https://www.fairhealthconsumer.org/medical/zip/85001/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Phoenix
  Fetching: https://www.fairhealthconsumer.org/medical/zip/90001/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Los Angeles
  Fetching: https://www.fairhealthconsumer.org/medical/zip/60601/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Chicago
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33101/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Miami
  Fetching: https://www.fairhealthconsumer.org/medical/zip/30301/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Atlanta
  Fetching: https://www.fairhealthconsumer.org/medical/zip/80201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Denver
  Fetching: https://www.fairhealthconsumer.org/medical/zip/98101/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Seattle
  Fetching: https://www.fairhealthconsumer.org/medical/zip/10001/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for New York
  Fetching: https://www.fairhealthconsumer.org/medical/zip/02101/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Boston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/28201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Charlotte
  Fetching: https://www.fairhealthconsumer.org/medical/zip/37201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Nashville
  Fetching: https://www.fairhealthconsumer.org/medical/zip/97201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Portland
  Fetching: https://www.fairhealthconsumer.org/medical/zip/89101/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Las Vegas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/55401/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Minneapolis
  Fetching: https://www.fairhealthconsumer.org/medical/zip/48201/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Detroit
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33601/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for Tampa
  Fetching: https://www.fairhealthconsumer.org/medical/zip/94101/code/70553
    BLOCKED (404) - skipping FairHealth medical-mri-brain for San Francisco
  Fetching: https://www.fairhealthconsumer.org/medical/zip/75201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Dallas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/77001/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Houston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/78701/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Austin
  Fetching: https://www.fairhealthconsumer.org/medical/zip/85001/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Phoenix
  Fetching: https://www.fairhealthconsumer.org/medical/zip/90001/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Los Angeles
  Fetching: https://www.fairhealthconsumer.org/medical/zip/60601/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Chicago
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33101/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Miami
  Fetching: https://www.fairhealthconsumer.org/medical/zip/30301/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Atlanta
  Fetching: https://www.fairhealthconsumer.org/medical/zip/80201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Denver
  Fetching: https://www.fairhealthconsumer.org/medical/zip/98101/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Seattle
  Fetching: https://www.fairhealthconsumer.org/medical/zip/10001/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for New York
  Fetching: https://www.fairhealthconsumer.org/medical/zip/02101/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Boston
  Fetching: https://www.fairhealthconsumer.org/medical/zip/28201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Charlotte
  Fetching: https://www.fairhealthconsumer.org/medical/zip/37201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Nashville
  Fetching: https://www.fairhealthconsumer.org/medical/zip/97201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Portland
  Fetching: https://www.fairhealthconsumer.org/medical/zip/89101/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Las Vegas
  Fetching: https://www.fairhealthconsumer.org/medical/zip/55401/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Minneapolis
  Fetching: https://www.fairhealthconsumer.org/medical/zip/48201/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Detroit
  Fetching: https://www.fairhealthconsumer.org/medical/zip/33601/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for Tampa
  Fetching: https://www.fairhealthconsumer.org/medical/zip/94101/code/74177
    BLOCKED (404) - skipping FairHealth medical-ct-abdomen for San Francisco
